text,label
"Yep, mom's side of the family, very much everyone has diabetes, high blood pressure, cholesterol. Dad's side of the the family is pretty healthy. I think maybe one of my aunts had lung cancer, but she's a pretty big smoker too.",patient
And then just ask you a few questions about your lifestyle. So you said that you have children.,doctor
"Yeah, I do.",patient
Do you live in town? Do you live with your kids?,doctor
I live in town. I see my kids every two weeks.,patient
"And, uh. What do you do for work? Did I already ask you this?",doctor
"No, I'm currently unemployed and looking for work, partially employed, I suppose we should say I have my own business.",patient
"I see and, what do you, what do you do when when you are working, ideally?",doctor
"When I am working, I'm an accountant.",patient
"OK well, and do you smoke?",doctor
"Yeah once in a while, yeah, when I'm stressed.",patient
How much do you smoke on average?,doctor
"Last couple of weeks, I've been smoking more, maybe like 2 packs a week.",patient
OK. Do you drink alcohol?,doctor
Yeah yeah.,patient
How much do you typically drink?,doctor
"Average week, maybe a 2 4.",patient
So maybe like 3 per day or something like that if you were to average it out?,doctor
"Yeah, if you average out I mainly go through the two four in a weekend to be honest.",patient
"Oh, I see. OK, more so on the weekend, so maybe a little bit more than three per day on those days?",doctor
Mhm.,patient
OK so that that that's everything that I need to ask you for now. I'd like to get a closer look at this leg. Did you have any other questions or concerns before we move forward to the physical exam?,doctor
No I just want to get this figured out.,patient
"OK, yeah, we will definitely do that for you. So yeah, I'm going to have a look at it and then after that I will go talk to the doctor that I'm working with and we'll see what we can do for you. That sounds good?",doctor
"Thank you doc, yeah sounds great.",patient
Awesome OK thanks.,doctor
What brings you in today?,doctor
"I've just been feeling like very nauseated for, it feels like all the time right now.",patient
When did this start?,doctor
"It's been over a week. Maybe not quite two weeks, but like around then. Yeah, maybe like 9 days.",patient
"And um, is it, do you always have the sensation of nausea or is it related, or does it come and go?",doctor
"Oh, I think it's like worse when I am smelling something really bad, and it's worse in the morning. But I feel like it's always kind of there.",patient
"I see OK. Um, have you had any vomiting?",doctor
"Uh, yeah, like um, yeah, like a lot of days I'll throw up like once or twice.",patient
"And this has all been over the past week, week two weeks or so?",doctor
Yeah.,patient
"OK, um, any other symptoms that you have?",doctor
"Oh no, just, well, like I feel like I've I've had to pee a lot more. Um, but I don't, I don't think that's like related. I think maybe I have just been drinking a lot of water, so yeah.",patient
How often do you have to pee?,doctor
"Oh, like, I feel like every couple hours right now.",patient
"OK, so say every two hours, every hour, every five hours?",doctor
"Probably every probably every like 2, maybe, maybe every hour I get certain times in a day.",patient
Do you wake up at night to pee?,doctor
"Oh, like it doesn't wake me up but it's like I wake up because I hear something. Then I'll be like, oh I think I should probably go to the bathroom.",patient
"Yeah, do you feel like you have control over when you are going to bathroom or is it difficult for you to hold it in?",doctor
Oh I I I can control it. It's just like uncomfortable right?,patient
"I see I see so, um, you have urinary frequency, but do you do you feel like, uh so you said that you can control it, you don't you don't feel like you need to run to the bathroom or you'll pee in your pants?",doctor
"No, I don't feel like that.",patient
OK. Do you have any pain when you're peeing?,doctor
No.,patient
"No, OK alright um, do you feel like you've been more thirsty recently? Why do you feel you've been drinking more more water?",doctor
"I think, I think just 'cause like I was getting I was like throwing up like so like I feel like I was a little dehydrated.",patient
"Um, I see OK, um, have you, other than the nausea and vomiting, have you had any other stomach related issues? Any belly pain or changes in your bowel movements?",doctor
"Ah no, I don't think so, well my stomach has been like it feels like a little crampy. I thought that maybe it could be my period but like I'm not on my period.",patient
When did you last have your period?,doctor
"Oh well, let me think. Um, like six weeks ago. I guess that would be, I don't know. I don't really like keep track.",patient
"OK, OK. Do you know if you get your periods regularly or are your periods irregular?",doctor
"I think they're I think they're usually pretty regular, but I don't I don't like I don't",patient
"True yeah, is it is it normal for you to go six weeks without a period?",doctor
"Oh, come to think of it, I don't, I don't think so.",patient
"Alright. Um, OK. Uh, have you, I'll just ask you a couple more questions about your symptoms. So I know that you've been nauseous and have vomited a couple of times in the past two weeks. And, you have had some cramps in your belly. Have you had any flu like symptoms?",doctor
No.,patient
Nothing like that?,doctor
I don't think so.,patient
Any headaches?,doctor
Uh no.,patient
Any fevers?,doctor
No.,patient
Muscle aches?,doctor
Uh no.,patient
"OK, um, have you, have you had a cough at all?",doctor
Oh no.,patient
"OK, and have you noticed any blood in your stools?",doctor
No.,patient
"Have you, you haven't had any palpitations or chest pain or anything of that sort?",doctor
No.,patient
"Alright um can you tell me about your past medical history, any medical issues medical conditions that you have?",doctor
"Uh, nothing, nothing really.",patient
"OK. Have you, um, been taking any medications?",doctor
"No, I mean, I've been taking like like I've been chewing like those ginger things that are supposed to help with nausea, but they weren't really helpful.",patient
I see. Any allergies?,doctor
"So just like nickel, like in jewelry, if I wear not real jewellery, it'll give me a rash, but it's not food or like or medications or anything.",patient
"Um, and, uh, a couple of questions about your social history. Who do you currently live with?",doctor
"Um, like I I just I live with one roommate.",patient
"Um and, do you currently smoke?",doctor
